x,y
0.642146,0.601992
0.480328,0.089902
0.285441,0.557174
0.367761,0.479113
0.054884,0.587603
0.991406,0.679311
0.988178,0.443866
0.785839,0.669439
0.459649,0.123650
0.610561,0.173971
0.116622,0.644866
0.947125,0.402268
0.570550,0.353435
0.767552,0.717949
0.908977,0.187149
0.038454,0.583919
0.770502,0.537636
0.640320,0.049638
0.570253,0.241619
0.520674,0.151020
0.588873,0.515499
0.788602,0.564343
0.906831,0.543033
0.238341,0.352657
0.664085,0.840821
0.521235,0.769057
0.469698,0.459685
0.160551,0.130831
0.464879,0.893414
0.839363,0.387173
0.089079,0.846997
0.949446,0.869506
0.385549,0.582998
0.895885,0.464991
0.596506,0.416169
0.584739,0.181019
0.931365,0.382294
0.728943,0.825050
0.935244,0.942072
0.182258,0.604196
0.799431,0.717650
0.372877,0.273631
0.157128,0.512100
0.400156,0.611184
0.452539,0.212839
0.995658,0.567625
0.115130,0.933556
0.405839,0.471819
0.542506,0.305882
0.941592,0.113235
0.737048,0.513922
0.283668,0.642308
0.909189,0.317317
0.492657,0.863742
0.965986,0.625320
0.460355,0.754009
0.358153,0.841547
0.022345,0.505699
0.369206,0.397362
0.121232,0.819465
0.667583,0.094820
0.343981,0.745503
0.057555,0.737714
0.231926,0.547511
0.058031,0.168523
0.700851,0.751041
0.708167,0.931176
0.416413,0.609561
0.971167,0.878425
0.472549,0.932674
0.553056,0.920770
0.663279,0.889199
0.744474,0.673021
0.397296,0.086114
0.116533,0.527674
0.904151,0.735204
0.610225,0.230209
0.524861,0.650384
0.969500,0.769368
0.269738,0.042365
0.921242,0.918985
0.805633,0.637899
0.920195,0.202011
0.222163,0.902539
0.140819,0.722404
0.794910,0.652948
0.622744,0.441110
0.561287,0.345102
0.149649,0.949031
0.460483,0.254689
0.496388,0.337916
0.008460,0.089828
0.571202,0.547877
0.781188,0.587349
0.278589,0.036572
0.597522,0.199887
0.986343,0.383003
0.810326,0.875821
0.626143,0.064229
0.773649,0.747796
0.754617,0.567212
0.431823,0.354388
0.905171,0.358817
0.729830,0.192427
0.970159,0.185014
0.449500,0.474562
0.516791,0.483519
0.553374,0.072189
0.019344,0.340020
0.641697,0.297360
0.384625,0.223385
0.486716,0.351366
0.613323,0.290939
0.242355,0.257723
0.364632,0.061740
0.989552,0.120326
0.589786,0.424609
0.476972,0.615884
0.396953,0.227513
0.810230,0.394525
0.382960,0.256503
0.818680,0.894794
0.711974,0.391354
0.974304,0.706240
0.708128,0.624997
0.993389,0.098460
0.865685,0.459988
0.442832,0.497671
0.748534,0.716323
0.728191,0.103761
0.713866,0.727589
0.222994,0.280827
0.126524,0.744435
0.906863,0.554855
0.906507,0.709661
0.929701,0.311860
0.941688,0.760722
0.187677,0.669077
0.124091,0.181605
0.363384,0.832415
0.812022,0.329478
0.934789,0.677927
0.791534,0.372993
0.148027,0.578895
0.065031,0.862789
0.687641,0.772863
0.568567,0.932150
0.065009,0.700679
0.610200,0.998320
0.241269,0.540729
0.705323,0.136409
0.814554,0.646028
0.524118,0.114357
0.303730,0.974678
0.178834,0.655270
0.837962,0.961432
0.028166,0.901045
0.627612,0.802481
0.141705,0.781293
0.363941,0.228051
0.638455,0.036882
0.971549,0.199305
0.939839,0.039344
0.908360,0.544822
0.041427,0.120772
0.047128,0.714911
0.290910,0.880025
0.384337,0.167281
0.860659,0.677914
0.176581,0.046073
0.238748,0.525168
0.005308,0.339688
0.788828,0.619647
0.126086,0.921519
0.410337,0.465472
0.129144,0.054461
0.532453,0.084583
0.263651,0.473023
0.154913,0.184843
0.959004,0.184874
0.318069,0.067715
0.936895,0.606110
0.924819,0.327397
0.783455,0.793125
0.998714,0.944574
0.819634,0.330645
0.935295,0.806564
0.653034,0.697825
0.456331,0.779427
0.617301,0.875397
0.258395,0.764102
0.933342,0.763217
0.838247,0.189742
0.263897,0.980532
0.359421,0.242917
0.200633,0.709507
0.309337,0.138023
0.295833,0.182807
0.427373,0.022038
0.012099,0.437120
0.979158,0.815495
0.758725,0.903733
0.653291,0.415185
0.604769,0.101930
0.162982,0.230669
0.005467,0.466681
0.951334,0.932272
0.216473,0.774994
0.128752,0.443464
0.764546,0.550941
0.711513,0.970326
0.188816,0.024465
0.081828,0.477886
0.231586,0.551999
0.549518,0.241523
0.929122,0.531116
0.056977,0.701210
0.441190,0.734209
0.076444,0.042456
0.830726,0.269606
0.260219,0.832909
0.681094,0.212369
0.773345,0.891793
0.718486,0.735687
0.353951,0.783774
0.425041,0.098625
0.754562,0.586402
0.107607,0.863118
0.105964,0.323358
0.355553,0.627821
0.588591,0.307327
0.199997,0.645399
0.983857,0.630522
0.343131,0.067815
0.688514,0.198836
0.314746,0.955574
0.027183,0.018767
0.183220,0.781153
0.907804,0.197529
0.705776,0.289535
0.972050,0.157240
0.366177,0.707794
0.746576,0.469396
0.546714,0.857664
0.795220,0.925063
0.500670,0.372191
0.202337,0.698375
0.001688,0.193503
0.339087,0.372900
0.230100,0.013418
0.546506,0.549839
0.005713,0.612605
0.572991,0.165768
0.356381,0.483364
0.370775,0.098133
0.756099,0.324832
0.206156,0.116761
0.052355,0.972214
0.567841,0.599296
0.806306,0.363242
0.491113,0.296906
0.746414,0.718790
0.009682,0.747129
0.861198,0.348325
0.117125,0.111281
0.404179,0.685161
0.671357,0.363716
0.230374,0.241260
0.583667,0.628631
0.728542,0.964907
0.696000,0.471394
0.308610,0.894559
0.613948,0.354703
0.839299,0.177863
0.965010,0.650672
0.567889,0.478062
0.958903,0.325421
0.149869,0.948999
0.067243,0.048903
0.328037,0.198045
0.133681,0.735765
0.852842,0.805009
0.118268,0.119369
0.058929,0.722645
0.710700,0.774417
0.677548,0.413072
0.259170,0.967949
0.281665,0.866411
0.339436,0.141134
0.061668,0.279230
0.755820,0.609329
0.749087,0.746278
0.923852,0.880363
0.697707,0.979478
0.905112,0.036501
0.199939,0.040683
0.752666,0.037674
0.829079,0.889833
0.142446,0.859537
0.590350,0.846692
0.632990,0.261065
0.249692,0.899287
0.229829,0.503003
0.759254,0.560198
0.644923,0.810751
0.870700,0.412146
0.425687,0.601532
0.146916,0.363931
0.499019,0.844410
0.375524,0.412211
0.859773,0.541686
0.429961,0.592964
0.594088,0.268955
0.499490,0.728669
0.119708,0.065355
0.592604,0.771397
0.342459,0.811802
0.679302,0.581750
0.351462,0.389425
0.634554,0.123466
0.214476,0.015239
0.413257,0.697471
0.632678,0.508783
0.032040,0.135820
0.359079,0.389857
0.548557,0.251234
0.952790,0.964599
0.855479,0.551367
0.227095,0.337005
0.296227,0.376020
0.426033,0.850281
0.115716,0.794527
0.705553,0.770172
0.350752,0.031982
0.190601,0.483184
0.055023,0.421831
0.535414,0.462981
0.052434,0.135737
0.986185,0.112463
0.314483,0.374923
0.482422,0.868839
0.597052,0.442201
0.826110,0.447082
0.996593,0.033152
0.770640,0.278997
0.395503,0.200064
0.157795,0.495556
0.960037,0.856557
0.271829,0.290560
0.935593,0.438745
0.814101,0.942762
0.857081,0.345961
0.455780,0.910479
0.511884,0.425764
0.987223,0.785000
0.780778,0.494016
0.664969,0.379007
0.902595,0.488109
0.799892,0.855855
0.502918,0.572761
0.174406,0.897763
0.768592,0.306957
0.389187,0.714340
0.191573,0.640986
0.036083,0.155402
0.095738,0.856088
0.129273,0.947454
0.169716,0.556074
0.845178,0.702924
0.947529,0.791209
0.506739,0.805436
0.275044,0.180168
0.165759,0.229178
0.655547,0.914783
0.087431,0.181554
0.520171,0.221909
0.059393,0.332345
0.563818,0.404848
0.026626,0.769643
0.082392,0.037798
0.896801,0.214593
0.878083,0.025722
0.105093,0.085350
0.585114,0.923044
0.738488,0.570951
0.740906,0.269213
0.374276,0.051225
0.407187,0.504665
0.216236,0.073445
0.468548,0.285926
0.210580,0.030913
0.530772,0.268960
0.298331,0.127640
0.703610,0.280505
0.877427,0.792921
0.358890,0.765819
0.966737,0.293214
0.776365,0.054971
0.304166,0.391017
0.983203,0.031130
0.961994,0.753130
0.276532,0.335239
0.745728,0.695224
0.858422,0.980582
0.749421,0.334634
0.280027,0.984192
0.353965,0.790883
0.235027,0.666650
0.906514,0.923083
0.969059,0.815450
0.707182,0.300748
0.549427,0.669945
0.558018,0.338050
0.722830,0.892067
0.698727,0.704008
0.896861,0.693093
0.431692,0.198414
0.013931,0.210406
0.868891,0.875540
0.153171,0.667311
0.226910,0.415353
0.600071,0.628465
0.213190,0.859001
0.212246,0.152742
0.761360,0.202546
0.894065,0.502731
0.510482,0.431323
0.141930,0.105883
0.779793,0.891009
0.934112,0.517921
0.592919,0.842403
0.912788,0.952861
0.021813,0.202785
0.177456,0.954721
0.073368,0.335053
0.545406,0.291245
0.740192,0.168939
0.846187,0.967190
0.984922,0.074462
0.081082,0.763930
0.600498,0.259641
0.221720,0.780448
0.420918,0.400533
0.843714,0.242306
0.246308,0.780994
0.716695,0.867317
0.609112,0.914567
0.845659,0.634952
0.084242,0.047789
0.555111,0.168480
0.352356,0.111764
0.441888,0.105401
0.251556,0.270772
0.055771,0.261072
0.371302,0.152002
0.970272,0.629017
0.109992,0.214631
0.376567,0.560674
0.611280,0.225612
0.747953,0.848886
0.984281,0.511802
0.683242,0.604489
0.387584,0.539227
0.255873,0.483623
0.575581,0.817887
0.620447,0.952973
0.903446,0.071800
0.018695,0.144523
0.360253,0.132653
0.380578,0.739895
0.210876,0.383749
0.351213,0.333651
0.571504,0.745743
0.884671,0.183813
0.965711,0.656299
0.028255,0.993424
0.094541,0.711947
0.567319,0.464977
0.260612,0.833343
0.917407,0.833526
0.604021,0.559331
0.733158,0.509389
0.609493,0.774646
0.656225,0.986653
0.861946,0.067877
0.702566,0.091894
0.399068,0.080092
0.413245,0.962176
0.812001,0.299866
0.140975,0.782290
0.918610,0.193697
0.731899,0.011652
0.890512,0.321080
0.481078,0.197491
0.103314,0.402857
0.969508,0.741937
0.938063,0.721092
0.228238,0.586265
0.479154,0.909580
0.529737,0.354655
0.929189,0.251677
0.430856,0.338954
0.290145,0.886249
0.310004,0.092193
0.130635,0.467989
0.872548,0.035916
0.627349,0.596281
0.071435,0.534083
0.911250,0.557432
0.672782,0.025444
0.964873,0.674332
0.737856,0.905302
0.362260,0.980407
0.471702,0.869090
0.764346,0.917075
0.230470,0.815905
0.227569,0.640336
0.144934,0.519894
0.496898,0.448519
0.626551,0.654189
0.914957,0.496892
0.687943,0.567296
0.087259,0.754602
0.056368,0.022692
0.315703,0.730707
0.039594,0.288564
0.384390,0.758808
0.182645,0.783578
0.748094,0.626496
0.623608,0.593809
0.653114,0.832942
0.416127,0.858089
0.488602,0.536820
0.384209,0.986582
0.651923,0.357643
0.622090,0.922622
0.498205,0.306160
0.451392,0.613391
0.057783,0.459176
0.606954,0.377466
0.220025,0.657837
0.664709,0.584325
0.430206,0.851303
0.363635,0.168930
0.986411,0.182465
0.795783,0.162911
0.834791,0.192419
0.009951,0.349329
0.742691,0.380281
0.280731,0.778504
0.396723,0.930241
0.668826,0.889644
0.230256,0.130009
0.486801,0.293044
0.623026,0.122934
0.691349,0.857280
0.759560,0.356087
0.473010,0.205322
0.187097,0.806571
0.367514,0.716207
0.838797,0.178388
0.834927,0.650900
0.372255,0.884002
0.972489,0.111914
0.252754,0.260071
0.886184,0.635496
0.180629,0.562030
0.542973,0.433744
0.682421,0.012804
0.705670,0.311403
0.149792,0.389866
0.177260,0.886427
0.763449,0.643252
0.098207,0.953136
0.461596,0.467779
0.643744,0.292653
0.645867,0.470646
0.956756,0.038320
0.318781,0.880486
0.129092,0.554618
0.744878,0.605763
0.233971,0.328145
0.567931,0.780811
0.753014,0.204687
0.806674,0.458626
0.548333,0.958428
0.873317,0.722544
0.849263,0.643252
0.337285,0.920050
0.572877,0.806363
0.420491,0.210345
0.116400,0.076368
0.694724,0.089058
0.843326,0.449165
0.982636,0.170267
0.574063,0.182159
0.191513,0.807190
0.504318,0.767104
0.575269,0.224344
0.019294,0.362276
0.695209,0.576557
0.335718,0.582144
0.258653,0.189921
0.203784,0.571912
0.127850,0.755011
0.413767,0.545503
0.986829,0.528265
0.594561,0.677772
0.581059,0.635135
0.694946,0.553139
0.844253,0.266089
0.732535,0.055694
0.066838,0.248147
0.811597,0.633993
0.483959,0.817061
0.022512,0.185578
0.368508,0.382477
0.752615,0.635295
0.524030,0.924807
0.242142,0.649178
0.715023,0.635226
0.192189,0.699030
0.164937,0.792595
0.382054,0.727345
0.456915,0.075351
0.327681,0.282227
0.313872,0.086959
0.342537,0.340379
0.288223,0.154873
0.014530,0.743734
0.965527,0.013125
0.943183,0.298251
0.364378,0.689585
0.965554,0.852891
0.621755,0.189786
0.533469,0.313085
0.840498,0.728928
0.146816,0.093807
0.527297,0.413851
0.754250,0.959564
0.440116,0.077006
0.255455,0.744045
0.125219,0.593871
0.123234,0.374315
0.732170,0.152114
0.168941,0.678295
0.154275,0.092330
0.033726,0.692301
0.783628,0.956285
0.402488,0.388179
0.174786,0.949901
0.701182,0.032119
0.644303,0.753494
0.019031,0.131899
0.119017,0.820075
0.109893,0.555901
0.836398,0.357382
0.296075,0.965469
0.962686,0.440021
0.354343,0.675233
0.566835,0.540579
0.359341,0.709624
0.607804,0.353453
0.225190,0.370427
0.320764,0.647571
0.767488,0.490499
0.531670,0.494298
0.471058,0.186200
0.225696,0.518283
0.331162,0.317144
0.275989,0.485750
0.876175,0.108853
0.817551,0.181654
0.069327,0.778726
0.603234,0.442122
0.473584,0.154421
0.945790,0.843875
0.852815,0.550019
0.181585,0.061062
0.942101,0.506149
0.710673,0.744409
0.980300,0.257105
0.190274,0.464966
0.439766,0.396157
0.992031,0.773268
0.746041,0.291853
0.223833,0.614816
0.351354,0.056364
0.788957,0.399036
0.823496,0.384533
0.865992,0.303564
0.533489,0.813959
0.117071,0.398265
0.342625,0.306358
0.495271,0.286781
0.814237,0.190723
0.995604,0.771486
0.426695,0.202551
0.254404,0.861629
0.596204,0.237819
0.647189,0.330412
0.509763,0.876842
0.947490,0.860117
0.887731,0.717054
0.291576,0.733477
0.110296,0.155527
0.020662,0.656402
0.950483,0.143397
0.046019,0.299058
0.444438,0.537984
0.602234,0.244270
0.749338,0.568598
0.050906,0.152801
0.782652,0.300331
0.044809,0.361261
0.538752,0.715638
0.713105,0.027740
0.568564,0.640252
0.910793,0.455187
0.384975,0.206474
0.191905,0.476925
0.358933,0.180158
0.176212,0.288322
0.343543,0.230821
0.624547,0.776458
0.778736,0.221458
0.047302,0.478728
0.809341,0.052655
0.702792,0.592845
0.367565,0.771649
0.963875,0.881574
0.458054,0.645653
0.919366,0.336782
0.313403,0.860352
0.469886,0.721169
0.064685,0.661139
0.238312,0.395732
0.864980,0.397800
0.737749,0.189727
0.600650,0.327514
0.990144,0.409311
0.572475,0.013194
0.909312,0.329451
0.098325,0.593783
0.929196,0.477128
0.366235,0.874917
0.377691,0.807899
0.576534,0.344886
0.835040,0.903409
0.187407,0.296868
0.617548,0.234336
0.958817,0.856357
0.697267,0.800423
0.239687,0.436819
0.449550,0.525928
0.774724,0.979904
0.221662,0.340532
0.161748,0.561737
0.699918,0.105605
0.733009,0.655058
0.558251,0.089931
0.559708,0.936563
0.917191,0.085331
0.284307,0.748811
0.015945,0.505716
0.046238,0.632650
0.740775,0.005722
0.478164,0.454305
0.806333,0.698727
0.837792,0.801816
0.545591,0.631711
0.778160,0.779345
0.980528,0.757242
0.893060,0.675501
0.871839,0.636715
0.316735,0.426448
0.730042,0.903513
0.414797,0.663263
0.728458,0.095913
0.363832,0.894860
0.171203,0.475760
0.650708,0.948317
0.440002,0.127216
0.356015,0.300110
0.825702,0.212565
0.047058,0.368931
0.832434,0.849424
0.138318,0.826148
0.630502,0.049177
0.489931,0.509304
0.673253,0.789881
0.977209,0.419883
0.689694,0.425402
0.045729,0.702447
0.071053,0.446660
0.715649,0.272811
0.883418,0.352084
0.188855,0.310391
0.465445,0.563448
0.583422,0.311602
0.749766,0.627743
0.669669,0.619494
0.475637,0.826365
0.403456,0.108771
0.853287,0.880581
0.626744,0.488393
0.694939,0.630421
0.912063,0.413750
0.760781,0.397200
0.098025,0.056554
0.407040,0.802368
0.338532,0.271636
0.154363,0.524732
0.623534,0.638686
0.074151,0.210885
0.948318,0.803254
0.839436,0.593982
0.405907,0.361232
0.423110,0.834472
0.460444,0.273491
0.699594,0.101696
0.771859,0.404120
0.697398,0.667685
0.799563,0.709544
0.668074,0.920289
0.793027,0.094245
0.702370,0.115788
0.378663,0.876046
0.086086,0.755733
0.514528,0.764144
0.196000,0.440868
0.579268,0.082492
0.067991,0.980739
0.389133,0.497583
0.781699,0.882601
0.770415,0.445741
0.969603,0.591660
0.887082,0.679022
0.274447,0.647580
0.400399,0.937494
0.593185,0.229197
0.006030,0.272325
0.332847,0.403613
0.189317,0.037953
0.376854,0.722223
0.767517,0.579420
0.179035,0.313681
0.672823,0.264775
0.300033,0.039601
0.746349,0.097548
0.928279,0.521239
0.554384,0.935180
0.097443,0.455368
0.577301,0.340365
0.148486,0.989170
0.317310,0.778456
0.162172,0.326995
0.039989,0.483436
0.715230,0.245200
0.508552,0.095675
0.935872,0.250025
0.693479,0.152141
0.602982,0.331827
0.387941,0.881130
0.432574,0.135257
0.982840,0.341672
0.671348,0.535750
0.266050,0.781050
0.303252,0.437980
0.118517,0.121964
0.812176,0.450247
0.565932,0.358255
0.744054,0.919990
0.481357,0.438867
0.126337,0.096557
0.565989,0.138119
0.251158,0.253987
0.283987,0.850468
0.602185,0.683127
0.757549,0.055916
0.811652,0.759473
0.380860,0.513608
0.306571,0.675656
0.250646,0.301401
0.482239,0.386518
0.445459,0.342175
0.828665,0.338655
0.311628,0.591213
0.260836,0.790365
0.022837,0.443880
0.787512,0.587793
0.597039,0.079575
0.835198,0.922296
0.942430,0.457027
0.569329,0.694567
0.498671,0.393815
0.473321,0.901923
0.871709,0.777287
0.541194,0.159212
0.065524,0.067072
0.510917,0.525362
0.361681,0.341283
0.854570,0.667549
0.903384,0.112303
0.473085,0.933494
0.565372,0.270418
0.535526,0.170666
0.339993,0.383622
0.049674,0.300665
0.838953,0.627068
0.027257,0.327656
0.116001,0.526959
0.237338,0.899953
0.258881,0.792980
0.520870,0.834455
0.837230,0.511152
0.866264,0.188637
0.862168,0.714698
0.887230,0.801931
0.819613,0.368481
0.709333,0.377778
0.627726,0.278239
0.173035,0.707970
0.643895,0.617276
0.274380,0.496872
0.252232,0.260526
0.849648,0.253593
0.786979,0.089303
0.129014,0.049135
0.858520,0.108510
0.378802,0.693116
0.677556,0.249964
0.902805,0.535300
0.976213,0.806479
0.322696,0.805667
0.183325,0.008642
0.187531,0.800105
0.294809,0.740640
0.802956,0.923173
0.377851,0.072030
0.421087,0.649836
0.380950,0.274521
0.905784,0.188163
0.355326,0.047429
0.240704,0.216450
0.192234,0.602366
0.920652,0.833022
0.887683,0.844600
0.405252,0.861586
0.646474,0.752999
0.637168,0.844200
0.767466,0.841819
0.649073,0.075788
0.593431,0.482366
0.429122,0.040900
0.544205,0.430229
0.614224,0.921398
0.700386,0.538188
0.119512,0.060897
0.546620,0.371708
0.291640,0.740635
0.987158,0.224167
0.610023,0.867163
0.088818,0.032825
0.734159,0.752367
0.757703,0.382504
0.594487,0.507382
0.227208,0.243599
0.600161,0.801199
0.696812,0.608297
0.796488,0.243291
0.034321,0.402859
0.199563,0.778356
0.913129,0.352312
0.828949,0.456450
0.694179,0.090175
0.218289,0.654621
0.357258,0.813979
0.537276,0.440539
0.842073,0.294223
0.202085,0.624886
0.659927,0.807112
0.160131,0.910067
0.022273,0.758884
0.727786,0.733367
0.368262,0.513933
0.978860,0.411482
0.927488,0.191208
0.154245,0.861922
0.519593,0.977104
0.319921,0.224664
0.103390,0.556769
0.880822,0.477497
0.370079,0.453993
0.930313,0.239927
0.722790,0.127437
0.852972,0.380797
0.249338,0.761491
0.307172,0.940353
0.765971,0.052954
0.642030,0.167230
0.571158,0.630769
0.522833,0.493067
0.832143,0.668956
0.342715,0.314133
0.650407,0.651413
0.562911,0.778722
0.210836,0.463015
0.241798,0.571550
0.890004,0.184113
0.810408,0.618787
0.286582,0.656030
0.024618,0.200664
0.676080,0.319536
0.126118,0.422778
0.369204,0.796028
0.564544,0.941794
0.439589,0.096012
0.422693,0.256840
0.772948,0.771609
0.614040,0.428568
0.442752,0.194717
0.186278,0.679569
0.626919,0.403972
0.246458,0.499804
0.589906,0.073117
0.140092,0.871426
0.721157,0.168122
0.089027,0.394108
0.499175,0.213486
0.808579,0.863225
0.398638,0.571442
0.782108,0.426820
0.497023,0.216958
0.684935,0.263836
0.967518,0.297317
0.692855,0.424136
0.464036,0.914965
0.095466,0.076367
0.305527,0.323182
0.613420,0.908177
0.383666,0.783768
0.798473,0.109292
0.926483,0.897382
0.492577,0.441454
0.118069,0.340691
0.271320,0.098579
0.711848,0.084076
0.547757,0.177581
0.250236,0.220932
0.470577,0.261976
0.528614,0.154748
0.670744,0.998482
0.029505,0.731242
0.080709,0.298720
0.080876,0.707212
0.232369,0.471259
0.194172,0.530553
0.561851,0.362953
0.906152,0.094866
0.429069,0.882171
0.379011,0.102104
0.125581,0.069453
0.122906,0.663678
0.294536,0.390563
0.889907,0.737513
0.648997,0.413676
0.904176,0.307478
0.405457,0.953068
0.048636,0.509297
0.260690,0.132211
0.196104,0.476251
0.598296,0.643851
0.509562,0.152812
0.021029,0.446955
0.222016,0.795081
0.444052,0.590151
0.888279,0.584853
0.675804,0.022333
0.236087,0.969441
0.402448,0.135707
0.750709,0.045859
0.546953,0.645330
0.337772,0.973442
0.586091,0.389795
0.444160,0.824638
0.522920,0.634188
0.329178,0.116163
0.292065,0.867012
0.271908,0.306953
0.276377,0.483924
0.143760,0.717320
0.056511,0.015212
0.280698,0.761507
0.035469,0.530948
0.717724,0.419379
0.657137,0.480796
0.471419,0.181671
0.108557,0.822691
0.148182,0.721249
0.195480,0.594081
0.541006,0.718539
0.231082,0.849102
0.808334,0.552999
0.712654,0.055904
0.830095,0.974999
0.533054,0.980026
0.693356,0.606399
0.982229,0.963199
0.327614,0.050226
0.493508,0.061176
0.433017,0.112626
0.511759,0.933048
0.321858,0.638548
0.726060,0.436221
0.324135,0.946367
0.070290,0.845250
0.621953,0.304214
0.713429,0.455719
0.796038,0.464672
0.491589,0.668406
0.382648,0.040785
0.621967,0.072414
0.652698,0.586853
0.059266,0.938556
0.604769,0.575099
0.033321,0.074667
0.666167,0.564218
0.956296,0.052659
0.187758,0.670776
0.463249,0.480231
0.600351,0.514741
0.349159,0.246095
0.811207,0.051567
0.664402,0.647470
0.461158,0.197748
0.269187,0.880142
0.244834,0.873600
0.912994,0.911986
0.504551,0.950225
0.860094,0.131064
0.504690,0.889002
0.175422,0.221011
0.438074,0.099212
0.181453,0.624626
0.793383,0.660979
0.112297,0.429530
0.166449,0.478765
0.253707,0.794594
0.518548,0.278536
0.620041,0.960637
0.474741,0.888065
0.821455,0.705794
0.780262,0.704773
0.578199,0.260351
0.681831,0.447113
0.397828,0.200243
0.308665,0.577811
0.376571,0.747744
0.689623,0.573635
0.343633,0.491877
0.220626,0.461470
0.877522,0.387468
0.917256,0.488669
0.357124,0.446749
0.254513,0.783895
0.412475,0.223528
0.859075,0.223490
0.929155,0.624322
0.956834,0.528061
0.925090,0.666090
0.920649,0.331332
0.859413,0.206482
0.882375,0.201845
0.969527,0.597327
0.803972,0.325185
0.091077,0.038716
0.764341,0.980296
0.399776,0.712127
0.447324,0.757286
0.133316,0.196420
0.739714,0.577714
0.428170,0.580412
0.799428,0.367108
0.194976,0.766101
0.856058,0.115744
0.407759,0.773541
0.432641,0.285016
0.005671,0.325207
0.500745,0.976228
0.904341,0.273027
0.274711,0.976461
0.295128,0.044802
0.952517,0.669028
0.735515,0.399404
0.434674,0.858277
0.590572,0.162764
0.439304,0.022068
0.732161,0.258647
0.362377,0.956705
0.975324,0.230297
0.057173,0.350443
0.991321,0.450489
0.633218,0.941609
0.780846,0.146229
0.945506,0.705196
0.419584,0.228202
0.693216,0.745956
0.269318,0.594489
0.370311,0.035625
0.564105,0.215307
0.889291,0.586929
0.957368,0.284086
0.592929,0.731067
0.526209,0.983860
0.653028,0.514751
0.181795,0.734219
0.906177,0.162796
0.175970,0.544275
0.135729,0.932338
0.670196,0.119175
0.665939,0.056846
0.317071,0.341207
0.764932,0.576300
0.990784,0.127544
0.538019,0.267671
0.952051,0.537106
0.581585,0.964993
0.833977,0.186861
0.631287,0.411175
0.161048,0.263260
0.896882,0.315365
0.984895,0.774495
0.497399,0.182631
0.335882,0.653683
0.047229,0.510413
0.750810,0.832266
0.082108,0.094100
0.171768,0.855907
0.675126,0.131373
0.005696,0.256465
0.141053,0.940133
0.808216,0.703916
0.889287,0.639835
0.904178,0.523890
0.019302,0.055911
0.799362,0.957976
0.416655,0.768544
0.727039,0.899674
0.945455,0.044434
0.563289,0.067773
0.071125,0.258702
0.890932,0.160219
0.365523,0.054989
0.018199,0.026325
0.216168,0.046516
0.330405,0.371681
0.007236,0.132384
0.072952,0.883699
0.788589,0.976698
0.423705,0.801504
0.039452,0.201534
0.716018,0.441385
0.915938,0.272478
0.360467,0.987498
0.520692,0.917701
0.043572,0.594094
0.227723,0.904756
0.767445,0.610256
0.008784,0.786722
0.619098,0.212905
0.847175,0.925492
0.571035,0.873990
0.096402,0.624672
0.766095,0.852438
0.613601,0.184084
0.673920,0.678557
0.410444,0.402125
0.124099,0.397684
0.843461,0.449335
0.385684,0.374367
0.405804,0.429863
0.969218,0.655634
0.378432,0.738864
0.217806,0.388981
0.511796,0.860801
0.598175,0.352501
0.803356,0.154333
0.231617,0.872558
0.809309,0.964222
0.781698,0.403907
0.169567,0.436254
0.073641,0.557383
0.811726,0.219506
0.991843,0.682393
0.681305,0.375736
0.041396,0.090635
0.803073,0.990210
0.729211,0.178402
0.731588,0.929466
0.551013,0.241566
0.782244,0.164525
0.590954,0.587622
0.317399,0.824185
0.509856,0.093911
0.798327,0.293687
0.541952,0.945627
0.733172,0.635313
0.518922,0.541238
0.830524,0.522092
0.220911,0.515132
0.880682,0.267970
0.608665,0.663150
0.255480,0.334978
0.846403,0.953324
0.287545,0.374514
0.213590,0.076677
0.561202,0.789574
0.686802,0.877806
0.630822,0.218135
0.018646,0.423594
0.481011,0.548951
0.362936,0.194198
0.193882,0.861946
0.742040,0.007817
0.392970,0.959673
0.544204,0.230254
0.216426,0.165743
0.941745,0.461255
0.496049,0.772584
0.454058,0.774848
0.197546,0.646477
0.845703,0.773182
0.485813,0.543776
0.657135,0.117771
0.727534,0.664254
0.515137,0.228553
0.242449,0.876698
0.413389,0.415259
0.755836,0.123792
0.471226,0.091889
0.448497,0.082227
0.373571,0.319107
0.165822,0.315810
0.805639,0.671281
0.111172,0.231640
0.452201,0.316722
0.918976,0.288771
0.090705,0.408131
0.811349,0.730191
0.502113,0.533552
0.534384,0.112510
0.750933,0.686882
0.887922,0.167001
0.124456,0.616843
0.328831,0.589073
0.751900,0.429914
0.594671,0.124167
0.755324,0.747766
0.481938,0.553849
0.409586,0.594367
0.819105,0.873356
0.919258,0.749092
0.133330,0.057849
0.123494,0.926885
0.767450,0.625664
0.478935,0.208044
0.627311,0.221813
0.856481,0.504518
0.447796,0.101269
0.140638,0.731108
0.558030,0.887810
0.165574,0.151898
0.045136,0.931449
0.899365,0.563117
0.468390,0.283321
0.109980,0.282542
0.146154,0.034669
0.010635,0.286574
0.041927,0.123966
0.189862,0.801257
0.737156,0.706979
0.011333,0.373885
0.940271,0.916368
0.888597,0.365852
0.853407,0.051814
0.079522,0.395001
0.940201,0.295296
0.560795,0.969309
0.169863,0.420313
0.501824,0.642346
0.757585,0.606634
0.910998,0.936279
0.650975,0.910042
0.138633,0.682980
0.041888,0.348209
0.511637,0.792718
0.044772,0.511416
0.156298,0.942279
